[SETTINGS]
Version = Counter 1
Samples Count = 50000
Samples Fetched = 50000
Gate Time (s) = 0.1
Pacing Time (s) = 0

[STATISTICS]
MIN = 4999999.97720009
MAX = 5000000.04034984
P-P = 0.0631497483700514
MEAN = 5000000.00397041
SDEV = 0.00406847949731383
ADEV = 0.00458476791518687

[DATA]
0	5000000.00799997
1	5000000.00474998
2	5000000.00339999
3	5000000.00549998
4	5000000.00474998
5	5000000.00379999
6	5000000.00149999
7	5000000.00539998
8	5000000.00679997
9	5000000.00654997
10	5000000.00159999
11	5000000.00509998
12	5000000.00744997
13	5000000.00229999
14	5000000.00464998
15	5000000.00115
16	5000000.00419998
17	5000000.00564998
18	4999999.9999
19	5000000.00115
20	5000000.00784997
21	5000000.00834997
22	4999999.99955
23	5000000.00105
24	5000000.00125
25	5000000.00549998
26	5000000.00329999
27	5000000.00159999
28	5000000.00734997
29	5000000.00944996
30	5000000.00854997
31	5000000.00254999
32	5000000.00519998
33	5000000.00774997
34	5000000.00534998
35	5000000.00194999
36	5000000.00379999
37	5000000.00744997
38	5000000.00854997
39	5000000.00319999
40	4999999.99965
41	5000000.00204999
42	5000000.00514998
43	5000000.00464998
44	5000000.00199999
45	5000000.00149999
46	5000000.00859997
47	5000000.00494998
48	5000000.00144999
49	5000000.00149999
50	5000000.00914996
51	5000000.00874996
52	4999999.99975
53	4999999.9992
54	5000000.00379999
55	5000000.01879993
56	4999999.9997
57	5000000.00065
58	4999999.99975
59	5000000.01094996
60	5000000.00769997
61	4999999.99615002
62	5000000.00294999
63	5000000.00459998
64	5000000.0012
65	5000000.00684997
66	5000000.0009
67	5000000.01489994
68	5000000.00204999
69	4999999.99350003
70	5000000.00154999
71	5000000.00774997
72	5000000.00854997
73	5000000.0005
74	4999999.99975
75	5000000.01309995
76	5000000.00564998
77	5000000.00739997
78	5000000.00139999
79	5000000.0011
80	5000000.00869997
81	5000000.00924996
82	4999999.9993
83	5000000.0005
84	5000000.00804997
85	5000000.00994996
86	5000000.00025
87	5000000.00474998
88	5000000.00569998
89	5000000.00774997
90	5000000.00259999
91	4999999.99760001
92	5000000.00274999
93	5000000.00689997
94	5000000.00659997
95	5000000.00229999
96	4999999.99815001
97	5000000.00469998
98	5000000.00949996
99	4999999.9997
100	4999999.9989
101	5000000.00644997
102	5000000.00824997
103	5000000.00589998
104	4999999.99975
105	4999999.99885
106	5000000.00779997
107	5000000.00944996
108	5000000.00115
109	4999999.99700001
110	5000000.00409998
111	5000000.00829997
112	5000000.00334999
113	4999999.9997
114	5000000.00439998
115	5000000.00709997
116	5000000.01004996
117	4999999.99665001
118	4999999.99975
119	5000000.00479998
120	5000000.00959996
121	5000000.00259999
122	5000000.00144999
123	4999999.9989
124	5000000.00549998
125	5000000.01284995
126	5000000.00279999
127	5000000.00224999
128	4999999.9991
129	5000000.01249995
130	5000000.00324999
131	4999999.99765001
132	5000000.00279999
133	4999999.9996
134	5000000.00829997
135	5000000.01219995
136	4999999.99290003
137	5000000.00234999
138	5000000.00949996
139	5000000.00449998
140	4999999.99785001
141	5000000.00065
142	5000000.00474998
143	5000000.00564998
144	5000000.00005
145	4999999.99875001
146	5000000.00744997
147	5000000.01104996
148	5000000.00609998
149	4999999.99620001
150	5000000.00065
151	5000000.01704993
152	5000000.00779997
153	4999999.99490002
154	5000000.00204999
155	5000000.00479998
156	5000000.01359995
157	4999999.99730001
158	5000000.00379999
159	5000000.00414998
160	5000000.01219995
161	5000000.00209999
162	5000000.00454998
163	4999999.99605002
164	4999999.9993
165	5000000.01274995
166	5000000.01044996
167	4999999.99195003
168	5000000.001
169	5000000.00829997
170	5000000.01094996
171	5000000.00629997
172	4999999.99615002
173	5000000.01999992
174	4999999.99240003
175	5000000.00734997
176	4999999.98845005
177	5000000.00869997
178	5000000.00869997
179	5000000.00194999
180	5000000.00055
181	5000000.0002
182	5000000.00689997
183	5000000.00919996
184	5000000.00689997
185	4999999.99810001
186	5000000.00774997
187	5000000.00449998
188	5000000.00334999
189	4999999.99975
190	5000000.00474998
191	5000000.01584994
192	5000000.01184995
193	4999999.99305003
194	4999999.99945
195	5000000.01309995
196	5000000.00599998
197	4999999.99785001
198	5000000.00469998
199	5000000.00199999
200	5000000.00424998
201	5000000.01134995
202	5000000.00449998
203	4999999.99550002
204	5000000.00374999
205	5000000.01414994
206	5000000.00065
207	4999999.99435002
208	5000000.00984996
209	5000000.0003
210	5000000.00739997
211	5000000.00015
212	5000000.00824997
213	5000000.00179999
