0	32.25
1	21.25
2	29
3	29
4	28.25
5	39.25
6	30.75
7	42.75
8	47.5
9	58.75
10	61.5
11	64.25
12	72.75
13	61.25
14	54.75
15	66.5
16	78.5
17	70.25
18	69.75
19	59
20	65
21	65.75
22	71.75
23	69.25
24	60.75
25	68
26	69
27	74.5
28	75.25
29	81.25
30	81.5
31	71.5
32	59.5
33	47.25
34	51.25
35	55.5
36	67.75
37	70.25
38	82.25
39	81.25
40	93.5
41	97.5
42	102.25
43	113.25
44	106.25
45	116.25
46	115.5
47	108.5
48	102.75
49	105
50	114.75
51	102.5
52	101
53	100.25
54	91.25
55	90.25
56	90.75
57	93.5
58	91.5
59	87.75
60	91
61	90.75
62	83.5
63	92.25
64	90.25
65	100.5
66	109.75
67	101.5
68	110.5
69	98.25
70	87.5
71	84
72	87.5
73	82
74	74.5
75	62.25
76	57.25
77	44.75
78	47.5
79	39.75
80	45
81	44
82	52
83	45.75
84	35.75
85	30.75
86	38.25
87	35.5
88	25.5
89	29.25
90	17.25
91	6.25
92	5.25
93	16.75
94	18.5
95	12
96	13.5
97	13
98	20.75
99	24.75

